Rotation Data (1D Kymograph Signal [radians vs time]),
1uM/1uM_3ms_LV12_Stream0.tif,
20170215 16:42:26.504,
,
time (ms),cell0,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,
0.0,0.0,0.0,0.0,0.0,10.0,5.5,4.79204626428,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.5
23.0,0.0,0.0,6.99771761485,7.99999999993,10.0,5.5,2.9923328269,0.0,0.0,0.0,6.0,0.0,0.0,2.0,5.5
47.0,0.0,0.0,7.01464868114,8.00000002022,9.00000008329,5.5,5.49973630054,0.0,0.0,0.0,6.0,0.0,5.5,2.0,5.5
71.0,0.0,0.0,8.08602349687,8.0,9.0,5.5,10.0,0.0,0.0,0.0,0.0,0.0,5.49999063609,2.0,5.5
95.0,0.0,0.0,8.00189043893,0.0,9.0,5.5,0.0,0.0,0.0,0.0,6.14393708609e-05,0.0,0.0,2.0,5.5
119.0,0.0,0.0,0.0,0.0,8.99999976131,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.5
143.0,0.0,0.0,0.0,7.99999999709,8.0,10.0,8.0,0.0,0.0,0.0,6.0,0.0,6.99999999999,2.0,5.5
167.0,0.0,0.0,7.00212485057,7.99981728321,8.00000004341,10.0,7.00000003519,0.0,0.0,0.0,6.0,0.0,6.0,2.0,5.4999495256
191.0,0.0,0.0,0.0,0.0,8.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
215.0,0.0,0.0,7.99999998565,0.0,8.0,8.00213049542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99965322954,5.5
239.0,0.0,0.0,6.59681390813,8.0,7.93559812294,8.00000000419,2.00093354735,0.0,0.0,0.0,6.0,0.0,1.0,2.0,5.49999999995
263.0,0.0,0.0,7.00000007431,8.0,7.0,8.0,1.36491818849,0.0,0.0,0.0,6.0,0.0,5.5,1.99999999997,5.5
287.0,0.0,9.0,7.73732098584,8.0,7.0,8.0,9.9999980857,0.0,0.0,0.0,6.0,0.0,9.0,1.75462614838,5.5
