Rotation Data (1D Kymograph Signal [radians vs time]),
1mM/1mM_leu1m_1.tif,
20170413 17:11:32.860,
,
time (ms),cell0,
21067.0,310.448033455
21084.0,308.049855564
21101.0,94.2715373158
21117.0,233.308693288
21134.0,307.013696615
21151.0,309.946338406
21168.0,249.813289053
21185.0,251.127918806
21202.0,309.306551541
21219.0,309.485572375
21236.0,310.91648819
21253.0,226.482070188
21270.0,276.916240322
21287.0,308.75389723
21304.0,307.219316329
21321.0,230.727983234
21337.0,292.555313976
21354.0,309.343809958
21371.0,308.614284776
21388.0,241.536958222
21405.0,165.71539492
21422.0,236.929634057
21439.0,308.986146774
21456.0,246.620410789
21473.0,309.369889908
21490.0,310.402630985
21507.0,309.604385828
21524.0,253.225749003
21541.0,278.798820439
21557.0,249.464683651
21574.0,307.386704083
21591.0,287.992252929
21608.0,271.043111243
21625.0,309.752352745
21642.0,308.240197276
21659.0,309.240230811
21676.0,261.748878204
21693.0,261.282000755
21710.0,178.741705372
21727.0,302.056504149
21744.0,277.740347507
21760.0,147.243064651
21777.0,309.701153978
21794.0,310.855402382
21811.0,310.624523115
21828.0,292.914761901
21845.0,259.089551499
21862.0,166.524533822
21879.0,306.099453296
21896.0,288.542334531
21913.0,220.970058747
21930.0,310.516978694
21947.0,311.665541476
21964.0,309.42644545
21980.0,253.172478152
21997.0,261.742558493
22014.0,199.257043123
22031.0,277.928654689
22048.0,263.464375504
22065.0,219.3868237
22082.0,308.796966367
22099.0,310.316327161
22116.0,311.641561609
22133.0,310.457223392
22150.0,282.09295153
22167.0,268.789533968
22184.0,145.298342966
22200.0,263.910637684
22217.0,309.667221912
22234.0,299.555508245
22251.0,243.962194848
22268.0,306.976112461
22285.0,310.891741904
22302.0,311.689946486
22319.0,311.529220493
22336.0,303.354440956
22353.0,259.230538079
22370.0,244.490931892
22387.0,194.309601436
22404.0,306.000594176
22420.0,303.090679196
22437.0,260.735803688
22454.0,297.063538293
22471.0,308.682521774
22488.0,310.317372107
22505.0,309.11865788
22522.0,310.318309369
22539.0,304.517653572
22556.0,311.284407432
22573.0,309.888151375
22590.0,280.149969095
22607.0,272.253494177
22623.0,253.111587532
22640.0,299.291720209
22657.0,309.007640189
22674.0,292.345955276
22691.0,199.9782901
22708.0,309.462566704
22725.0,308.836577596
22742.0,309.615861771
22759.0,310.228438453
22776.0,282.887054051
22793.0,272.004784762
22810.0,247.221917953
22827.0,273.987195132
22843.0,303.125700489
22860.0,296.406556145
22877.0,293.597288896
22894.0,310.135402942
22911.0,310.033436845
22928.0,310.91719117
22945.0,311.269585499
22962.0,310.314792764
22979.0,300.720405469
22996.0,264.028184916
23013.0,215.788563542
23030.0,298.406809024
23047.0,301.516246143
23063.0,265.377550431
23080.0,270.834115962
23097.0,310.600047502
23114.0,311.382037352
23131.0,310.681266326
23148.0,307.429340997
23165.0,264.071172507
23182.0,236.66134168
23199.0,291.845505636
23216.0,278.716837272
23233.0,260.773211518
23250.0,243.728919595
23267.0,296.487768623
23283.0,310.756351965
23300.0,310.550324306
23317.0,311.31554546
23334.0,310.220106747
23351.0,289.735871327
23368.0,247.827949968
23385.0,201.196655413
23402.0,268.877955258
23419.0,303.360022021
23436.0,264.319055767
23453.0,197.008971803
23470.0,286.364446363
23486.0,310.488656933
23503.0,311.495369345
23520.0,309.203038415
23537.0,254.059801602
23554.0,282.303806587
23571.0,163.084891167
23588.0,236.774776669
23605.0,288.924329676
23622.0,158.645151054
23639.0,160.632971994
23656.0,308.802836267
23673.0,304.365339924
23690.0,311.949699645
23706.0,311.143459901
23723.0,308.072194633
23740.0,298.665148693
23757.0,245.740465811
23774.0,107.947566985
23791.0,261.205290347
23808.0,285.701402087
23825.0,230.726653232
23842.0,169.773338888
23859.0,223.466310369
23876.0,275.721082217
23893.0,310.034623758
23910.0,311.533415664
23926.0,312.121442105
23943.0,310.539726771
23960.0,304.740610563
23977.0,266.914500689
23994.0,258.953873316
24011.0,150.750217204
24028.0,259.369195254
24045.0,287.944765807
24062.0,231.655178949
24079.0,239.938214709
24096.0,292.726818237
24113.0,311.261827808
24130.0,309.635031414
24146.0,311.517940413
24163.0,309.9736204
24180.0,299.168808071
24197.0,252.389323903
24214.0,196.417721199
24231.0,95.9876624477
24248.0,291.707381969
24265.0,299.81468294
24282.0,297.172211355
24299.0,291.713231374
24316.0,278.124263162
24333.0,250.240678254
24349.0,279.320666905
24366.0,310.618761957
24383.0,307.179088904
24400.0,310.775849791
24417.0,312.411271019
24434.0,311.557401732
24451.0,310.287649623
24468.0,303.89779563
24485.0,271.879363265
24502.0,200.339069308
24519.0,152.437968507
24536.0,261.479569224
24553.0,283.141567626
24569.0,169.192495776
24586.0,227.309950638
24603.0,305.087576478
24620.0,310.181998411
24637.0,311.575353778
24654.0,310.14886432
24671.0,306.494657936
24688.0,289.477124357
24705.0,281.349230932
24722.0,206.413668051
24739.0,284.890404203
24756.0,307.057364876
24773.0,256.7470633
24789.0,243.364355623
24806.0,263.208303429
24823.0,308.951669672
24840.0,310.911605761
24857.0,310.948848716
24874.0,306.730508585
24891.0,312.698513601
24908.0,311.079465045
24925.0,310.033007467
24942.0,299.184483249
24959.0,276.343814326
24976.0,269.430056207
24992.0,168.355353355
25009.0,291.851761191
25026.0,288.841792117
25043.0,304.238605744
25060.0,304.836866619
25077.0,280.270596951
25094.0,295.32790381
25111.0,296.008815209
25128.0,309.856029807
25145.0,312.049194773
25162.0,310.812257069
25179.0,302.350118174
25196.0,262.015287232
25212.0,135.138688049
25229.0,262.60264756
25246.0,297.248645835
25263.0,306.174183636
25280.0,293.782035458
25297.0,239.671024895
25314.0,305.404171689
25331.0,310.175453549
25348.0,310.783654782
25365.0,311.812332641
25382.0,310.695254278
25399.0,310.039909476
25416.0,309.435998247
25432.0,296.688331608
25449.0,272.899171939
25466.0,181.994130593
25483.0,289.659169084
25500.0,300.195944637
25517.0,309.122387494
25534.0,304.348087554
25551.0,303.09735699
25568.0,298.041159273
25585.0,265.281178161
25602.0,291.985921169
25619.0,266.463491511
25636.0,309.859565378
25652.0,309.70115464
25669.0,310.721396713
25686.0,311.143655814
25703.0,311.794552143
25720.0,310.683182632
25737.0,310.565894795
25754.0,310.202313851
25771.0,307.345395621
25788.0,275.031118498
25805.0,226.184723181
25822.0,164.897697148
25839.0,292.566402798
25855.0,297.794452348
25872.0,308.298470712
25889.0,304.278645059
25906.0,280.885837847
25923.0,282.999505999
25940.0,221.940435502
25957.0,310.776967395
25974.0,307.763280668
25991.0,310.593853295
26008.0,310.553321582
26025.0,311.796529923
26042.0,311.466403268
26059.0,311.202984489
26075.0,311.191723788
26092.0,310.765317755
26109.0,310.820738664
26126.0,310.350886938
26143.0,310.575706165
26160.0,310.469125821
26177.0,310.142735722
26194.0,309.590693719
26211.0,309.467168674
26228.0,304.06584532
26245.0,273.357250905
26262.0,230.881632029
26279.0,256.967764375
26295.0,272.34198704
26312.0,306.005049764
26329.0,290.69886408
26346.0,299.83670128
26363.0,299.740652409
26380.0,302.470640357
26397.0,310.033220221
26414.0,304.536459299
26431.0,312.073916147
26448.0,309.993865297
26465.0,308.308241236
26482.0,270.188156455
26499.0,213.02366344
26515.0,223.961616555
26532.0,290.533947304
26549.0,262.802015761
26566.0,299.62994921
26583.0,266.16407373
26600.0,282.314009573
26617.0,259.338257938
26634.0,309.909062821
26651.0,307.290082528
26668.0,304.844249982
26685.0,310.952694179
26702.0,310.5011453
26718.0,308.950251403
26735.0,275.134616368
26752.0,244.492988165
26769.0,179.038698951
26786.0,216.198299056
26803.0,255.569179363
26820.0,284.637823275
26837.0,205.929822411
26854.0,265.583507761
26871.0,308.10453787
26888.0,311.628617248
26905.0,309.821489001
26922.0,299.914158902
26938.0,285.870660487
26955.0,274.365149294
26972.0,157.93939946
26989.0,258.064612613
27006.0,289.307994059
27023.0,282.41348901
27040.0,297.960055401
27057.0,269.456214392
27074.0,243.746153549
27091.0,254.83886809
27108.0,263.380964939
27125.0,309.523324187
27142.0,310.475291886
27158.0,303.976780728
27175.0,310.466419283
27192.0,311.112627658
27209.0,309.851706082
27226.0,309.148961226
27243.0,306.976686072
27260.0,285.632045529
27277.0,265.966879295
27294.0,151.438079088
27311.0,246.166663078
27328.0,283.254083437
27345.0,297.320836159
27362.0,305.040916003
27378.0,270.704593949
27395.0,284.634244938
27412.0,293.132388598
27429.0,303.496781153
27446.0,255.535519406
27463.0,309.985461356
27480.0,309.496371967
27497.0,311.303128501
27514.0,311.663763779
27531.0,311.463975805
27548.0,310.553675724
27565.0,309.426019454
27581.0,278.414375769
27598.0,279.93769716
27615.0,219.588264502
27632.0,266.61715073
27649.0,281.209253509
27666.0,207.440881975
27683.0,300.986688026
27700.0,310.053996334
27717.0,310.492384746
27734.0,310.66643991
27751.0,311.433383642
27768.0,310.863487332
27785.0,309.0979693
27801.0,287.865813411
27818.0,183.557469938
27835.0,233.51229284
27852.0,262.206557996
27869.0,283.484929724
27886.0,258.970090481
27903.0,307.633913878
27920.0,311.239042495
27937.0,311.709369747
27954.0,310.03890308
27971.0,296.486344155
27988.0,273.955140076
28005.0,164.354608734
28021.0,253.653071851
28038.0,299.84907222
28055.0,198.500343598
28072.0,254.520533643
28089.0,296.857670378
28106.0,306.792536912
28123.0,312.422198783
28140.0,309.059536052
28157.0,246.955771887
28174.0,156.085925697
28191.0,201.221215816
28208.0,263.416188464
28224.0,114.797475359
28241.0,130.69293307
28258.0,301.612435428
28275.0,312.275852264
28292.0,309.095375163
28309.0,302.368648164
28326.0,234.805569524
28343.0,150.136395584
28360.0,169.696438886
28377.0,234.167121333
28394.0,224.328213237
28411.0,94.8292236535
28428.0,173.278940583
28444.0,292.399077182
28461.0,306.42307932
28478.0,309.871464906
28495.0,308.597711496
28512.0,307.429366603
28529.0,260.588482632
28546.0,262.636601477
28563.0,173.470332067
28580.0,241.262436943
28597.0,227.933801753
28614.0,242.105760722
28631.0,235.895897352
28648.0,180.357514919
28664.0,131.856160496
28681.0,204.89757229
28698.0,269.844628051
28715.0,310.47188385
28732.0,307.938597319
28749.0,310.221315596
28766.0,310.082603628
28783.0,308.143145398
28800.0,308.711320691
28817.0,264.561672689
28834.0,250.597568713
28851.0,70.5824847854
28868.0,259.377014826
28884.0,251.946357145
28901.0,258.857124783
28918.0,174.781608544
28935.0,304.56194328
28952.0,290.410554281
28969.0,309.664054307
28986.0,303.175094334
29003.0,232.177834802
29020.0,170.392376187
29037.0,63.495346395
29054.0,202.214015322
29071.0,269.840114801
29087.0,255.846882713
29104.0,287.130571866
29121.0,253.338192955
29138.0,242.233206347
29155.0,306.661814797
29172.0,278.707603302
29189.0,292.682515421
29206.0,267.587706094
29223.0,300.830782746
29240.0,235.800619919
29257.0,225.548318646
29274.0,143.920299794
29291.0,42.2601556001
29307.0,102.168214828
29324.0,178.427545011
29341.0,149.711669882
29358.0,284.341624409
29375.0,291.495554804
29392.0,306.370672026
29409.0,283.814687176
29426.0,309.76769375
29443.0,260.223285873
29460.0,230.494251365
29477.0,209.444073107
29494.0,59.3647321009
29511.0,36.9221844229
29527.0,120.115947852
29544.0,143.18573035
29561.0,130.605729487
29578.0,169.436928857
29595.0,228.896632754
29612.0,293.43719516
29629.0,272.0162802
29646.0,68.6663333995
29663.0,304.081957911
29680.0,305.161302983
29697.0,308.436741787
29714.0,283.701082968
29731.0,236.549651132
29747.0,285.769505609
29764.0,287.617164407
29781.0,91.5280220472
29798.0,246.340983661
29815.0,305.701709297
29832.0,309.953259277
29849.0,307.054810359
29866.0,301.132015007
29883.0,285.527593661
29900.0,294.226431646
29917.0,265.800380444
29934.0,310.329645396
29950.0,231.204331975
29967.0,225.004860313
29984.0,107.196737609
30001.0,42.352643218
30018.0,206.904354442
30035.0,225.884204951
30052.0,208.784756217
30069.0,297.219827326
30086.0,299.719842037
30103.0,247.868253753
30120.0,306.94414304
30137.0,248.10930801
30154.0,225.54346596
30170.0,107.893623068
30187.0,132.033060571
30204.0,241.138707953
30221.0,139.523710936
30238.0,299.894856776
30255.0,305.840416192
30272.0,304.286373289
30289.0,309.986095631
30306.0,301.632525387
30323.0,308.977308645
30340.0,297.263242074
30357.0,310.885114475
30374.0,299.786930341
30390.0,261.360015482
30407.0,209.534483511
30424.0,221.237409468
30441.0,298.905773803
30458.0,231.00757892
30475.0,232.742211874
30492.0,309.927919574
30509.0,288.566243072
30526.0,310.222861061
30543.0,303.141548788
30560.0,260.144278305
30577.0,244.609242429
30594.0,128.737966538
30610.0,204.109058194
30627.0,288.710647171
30644.0,228.128719489
30661.0,199.135126528
30678.0,305.05772763
30695.0,307.632501408
30712.0,301.571695844
30729.0,310.038362614
30746.0,295.484094915
30763.0,252.714418301
30780.0,228.8235624
30797.0,209.868851222
30813.0,190.183881564
30830.0,272.430773447
30847.0,298.383999856
30864.0,291.033717662
30881.0,292.093553816
30898.0,288.345140666
30915.0,305.205650118
30932.0,309.239952928
30949.0,306.928994329
30966.0,307.685639927
30983.0,296.788274688
31000.0,249.295698274
31017.0,213.240325494
31033.0,252.68999263
31050.0,293.92719453
31067.0,247.992766141
31084.0,224.58674437
31101.0,309.714351828
31118.0,306.568379814
31135.0,309.893613044
31152.0,307.436711965
31169.0,258.208277932
31186.0,254.229596514
31203.0,256.789560577
31220.0,151.427052456
31237.0,258.884599027
31253.0,285.664033705
31270.0,306.964379322
31287.0,308.87822278
31304.0,308.037676303
31321.0,268.783774409
31338.0,190.436789581
31355.0,280.693599395
31372.0,290.138175631
31389.0,260.788254703
31406.0,251.982171882
31423.0,310.729732911
31440.0,310.481156844
31456.0,311.643335725
31473.0,309.854453561
31490.0,280.509978372
31507.0,288.726996133
31524.0,104.561642388
31541.0,282.470246183
31558.0,309.272277166
31575.0,290.694102741
31592.0,188.638510218
31609.0,307.083251745
31626.0,310.064089611
31643.0,311.956671577
31660.0,310.88203294
31676.0,307.167097297
31693.0,257.72709643
31710.0,125.742854562
31727.0,275.326546084
31744.0,290.91971515
31761.0,308.216933214
31778.0,282.416800383
31795.0,228.179525342
31812.0,259.212918358
31829.0,308.862771423
31846.0,311.720340055
31863.0,311.497592361
31880.0,305.741547622
31896.0,270.48397693
31913.0,124.263994786
31930.0,284.289082746
31947.0,304.237933883
31964.0,195.02912735
31981.0,243.003997764
31998.0,311.297587986
32015.0,310.337154277
32032.0,311.493210272
32049.0,310.038640834
32066.0,296.424213069
32083.0,268.868753124
32100.0,137.080619832
32116.0,295.718269906
32133.0,292.552321216
32150.0,294.366423781
32167.0,281.329430775
32184.0,282.091824795
32201.0,262.35582569
32218.0,310.203996575
32235.0,311.512149442
32252.0,310.507850907
32269.0,306.574039946
32286.0,259.724528618
32303.0,275.787524404
32319.0,191.082308152
32336.0,295.00066537
32353.0,286.370575296
32370.0,238.909089172
32387.0,237.120905571
32404.0,271.366970069
32421.0,309.427581007
32438.0,310.115184281
32455.0,311.825430613
32472.0,311.213489059
32489.0,310.348900664
32506.0,308.657796262
32523.0,291.687530961
32539.0,267.469302183
32556.0,211.56674256
32573.0,202.284733059
32590.0,249.873831186
32607.0,282.467668602
32624.0,303.721168905
32641.0,302.92012651
32658.0,251.121285233
32675.0,283.801221406
32692.0,307.138128196
32709.0,308.645425025
32726.0,311.686111679
32743.0,310.611712098
32759.0,304.584881015
32776.0,280.269568126
32793.0,193.041957541
32810.0,272.416582946
32827.0,298.96947536
32844.0,304.104001507
32861.0,216.181333588
32878.0,226.415336343
32895.0,307.484173341
32912.0,304.793208019
32929.0,311.673954944
32946.0,310.530385652
32963.0,303.02444288
32979.0,230.820156453
32996.0,167.22330957
33013.0,195.429991952
33030.0,281.242297888
33047.0,289.531111395
33064.0,270.04220647
33081.0,256.579939212
33098.0,178.532063809
33115.0,309.62100252
33132.0,311.724795937
33149.0,310.427476102
33166.0,302.786687504
33182.0,257.29566839
33199.0,199.211466297
33216.0,167.868315387
33233.0,301.169814115
33250.0,300.533959462
33267.0,248.314934343
33284.0,272.913171856
33301.0,310.508957264
33318.0,311.45367434
33335.0,311.26772923
33352.0,304.648744853
33369.0,269.774888346
33386.0,207.036895372
33402.0,235.899823584
33419.0,302.480431309
33436.0,306.520275401
33453.0,278.4835984
33470.0,253.935054637
33487.0,268.198460704
33504.0,309.208133381
33521.0,312.030006732
33538.0,311.018167049
33555.0,296.057590875
33572.0,242.665650418
33589.0,219.041827249
33606.0,175.767193329
33622.0,268.694281504
33639.0,291.395528129
33656.0,257.295071833
33673.0,156.477371283
33690.0,307.513638339
33707.0,308.980409445
33724.0,311.3797604
33741.0,310.81184219
33758.0,310.252199426
33775.0,308.888274907
33792.0,276.00025693
33809.0,199.903975188
33826.0,106.610514109
